INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-03T12:52:28.000000000', 2, 22, 1, 34, 961, 42);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-10T07:08:25.000000000', 9, 33, 2, 39, 913, 82);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-26T01:59:16.000000000', 2, 24, 3, 23, 1109, 30);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-28T00:21:31.000000000', 7, 19, 3, 36, 1100, 214);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-22T22:42:38.000000000', 2, 21, 1, 34, 1156, 238);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-20T22:33:52.000000000', 6, 17, 5, 42, 960, 99);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-23T14:28:53.000000000', 5, 25, 3, 25, 991, 157);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-12T13:21:36.000000000', 9, 33, 2, 41, 1162, 5);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-26T23:22:12.000000000', 1, 36, 2, 33, 1088, 241);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-06T02:30:58.000000000', 1, 23, 5, 42, 949, 228);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-16T04:57:30.000000000', 6, 37, 2, 30, 1052, 244);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-25T10:04:43.000000000', 7, 18, 5, 33, 1195, 212);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-27T05:23:50.000000000', 8, 23, 4, 43, 1110, 17);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-02T15:32:32.000000000', 1, 19, 5, 26, 925, 53);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-16T18:49:03.000000000', 1, 14, 2, 27, 1073, 65);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-07T23:00:04.000000000', 2, 32, 1, 40, 930, 22);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-09T15:15:02.000000000', 9, 19, 5, 38, 1105, 170);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-30T04:53:20.000000000', 1, 20, 5, 42, 1101, 221);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-13T12:39:40.000000000', 8, 25, 4, 28, 1061, 164);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-06T20:32:12.000000000', 9, 20, 3, 27, 964, 236);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-31T15:38:15.000000000', 9, 16, 5, 26, 910, 214);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-16T15:36:16.000000000', 6, 35, 5, 32, 976, 187);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-26T01:06:53.000000000', 2, 28, 2, 29, 1082, 147);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-15T01:16:59.000000000', 3, 28, 1, 27, 1031, 41);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-24T23:46:02.000000000', 9, 27, 2, 34, 1132, 233);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-07T01:47:25.000000000', 7, 31, 1, 40, 931, 138);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-07T16:24:54.000000000', 3, 22, 2, 24, 1056, 73);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-25T07:33:33.000000000', 2, 30, 3, 38, 1093, 76);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-03T01:59:07.000000000', 4, 18, 1, 39, 964, 3);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-30T23:28:07.000000000', 9, 17, 3, 35, 918, 84);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-20T08:36:55.000000000', 3, 33, 5, 28, 1117, 198);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-18T22:03:57.000000000', 5, 29, 4, 41, 1023, 221);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-09T06:00:07.000000000', 7, 34, 4, 35, 1046, 60);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-17T13:38:11.000000000', 6, 29, 4, 34, 1040, 116);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-31T08:05:40.000000000', 2, 20, 2, 36, 1196, 15);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-20T10:37:16.000000000', 5, 12, 2, 22, 1047, 14);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-08T15:33:22.000000000', 7, 19, 4, 29, 1165, 37);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-14T13:36:05.000000000', 9, 25, 2, 39, 1108, 148);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-11T13:31:27.000000000', 8, 23, 2, 27, 953, 124);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-03T19:11:55.000000000', 4, 19, 5, 29, 1060, 84);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-21T16:29:37.000000000', 2, 24, 2, 38, 968, 73);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-25T02:17:34.000000000', 2, 36, 4, 25, 975, 21);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-14T21:09:00.000000000', 8, 18, 3, 30, 1054, 88);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-12T00:05:14.000000000', 4, 23, 4, 22, 1009, 236);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-06T11:46:54.000000000', 5, 35, 5, 31, 1098, 60);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-24T04:09:34.000000000', 1, 29, 5, 30, 967, 187);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-22T17:42:04.000000000', 3, 31, 5, 25, 1076, 110);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-21T13:02:43.000000000', 4, 21, 4, 41, 1139, 27);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-06T22:19:40.000000000', 9, 37, 5, 43, 923, 184);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-13T04:59:57.000000000', 6, 30, 3, 38, 1016, 204);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-18T03:30:51.000000000', 4, 31, 4, 36, 1085, 230);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-29T19:42:45.000000000', 2, 21, 2, 24, 1113, 105);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-05T05:06:52.000000000', 3, 32, 1, 37, 1148, 152);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-19T21:23:05.000000000', 7, 26, 5, 24, 1197, 243);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-03T11:31:28.000000000', 8, 15, 1, 36, 934, 37);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-05T13:13:02.000000000', 9, 33, 2, 41, 915, 106);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-16T22:22:24.000000000', 5, 21, 2, 28, 910, 220);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-28T15:12:50.000000000', 5, 29, 3, 36, 920, 2);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-21T16:11:35.000000000', 3, 17, 2, 40, 1116, 207);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-11T05:09:39.000000000', 5, 20, 4, 39, 1161, 188);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-06T22:22:58.000000000', 1, 22, 2, 30, 953, 0);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-20T13:59:46.000000000', 4, 32, 2, 40, 1030, 169);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-27T00:00:11.000000000', 8, 19, 2, 22, 920, 188);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-23T00:07:02.000000000', 4, 16, 4, 23, 1064, 4);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-04T06:51:31.000000000', 7, 17, 3, 39, 980, 43);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-31T03:31:41.000000000', 4, 31, 1, 37, 1109, 212);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-22T02:43:55.000000000', 1, 22, 3, 42, 1006, 59);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-07T11:20:35.000000000', 4, 23, 1, 42, 1054, 224);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-28T01:09:13.000000000', 9, 28, 2, 34, 905, 20);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-07T14:08:03.000000000', 3, 37, 1, 38, 1100, 51);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-17T05:45:01.000000000', 2, 33, 3, 34, 1187, 8);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-19T08:33:17.000000000', 4, 28, 2, 41, 1119, 180);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-13T02:10:46.000000000', 7, 27, 5, 37, 1007, 159);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-10T16:53:46.000000000', 4, 17, 1, 31, 1091, 246);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-22T04:04:55.000000000', 7, 34, 4, 35, 990, 206);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-19T19:53:05.000000000', 8, 25, 1, 31, 1129, 66);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-23T00:00:20.000000000', 3, 24, 3, 43, 990, 114);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-07T06:14:41.000000000', 8, 12, 5, 39, 989, 205);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-17T12:20:53.000000000', 2, 36, 5, 40, 1083, 44);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-22T22:44:37.000000000', 7, 23, 5, 43, 1119, 76);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-29T04:14:12.000000000', 6, 30, 4, 28, 1160, 109);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-07T18:56:12.000000000', 5, 18, 2, 38, 1157, 243);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-26T08:48:41.000000000', 8, 15, 4, 27, 1175, 89);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-28T10:59:11.000000000', 2, 20, 4, 34, 1172, 122);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-21T23:23:58.000000000', 4, 36, 5, 41, 1174, 104);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-19T07:55:38.000000000', 4, 22, 2, 42, 951, 77);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-06T11:33:37.000000000', 9, 20, 4, 41, 1012, 158);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-26T16:23:05.000000000', 4, 36, 2, 35, 1131, 139);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-16T00:00:21.000000000', 6, 29, 3, 40, 1045, 12);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-09T02:23:06.000000000', 6, 21, 2, 42, 969, 168);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-29T22:01:24.000000000', 5, 22, 2, 31, 1095, 168);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-01T12:37:48.000000000', 3, 22, 5, 28, 974, 204);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-25T05:40:30.000000000', 3, 20, 1, 32, 1199, 125);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-08T17:48:45.000000000', 7, 13, 4, 28, 996, 137);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-14T14:30:49.000000000', 7, 36, 3, 39, 1173, 201);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-15T06:37:10.000000000', 8, 22, 3, 28, 911, 87);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-21T04:33:53.000000000', 6, 30, 1, 41, 964, 29);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-29T16:42:47.000000000', 3, 28, 1, 40, 1012, 54);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-05T04:11:12.000000000', 1, 35, 5, 41, 1034, 68);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-27T03:24:43.000000000', 3, 34, 5, 32, 999, 139);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-05T21:47:57.000000000', 4, 27, 1, 29, 1193, 171);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-13T21:58:30.000000000', 1, 21, 4, 29, 1144, 189);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-17T07:18:38.000000000', 8, 33, 4, 32, 920, 244);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-16T07:18:34.000000000', 6, 14, 1, 34, 1063, 26);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-26T14:55:51.000000000', 6, 24, 3, 32, 1074, 145);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-03T21:44:06.000000000', 2, 28, 1, 31, 1069, 30);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-12T10:50:36.000000000', 3, 27, 1, 29, 1124, 100);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-27T18:49:53.000000000', 2, 33, 4, 41, 958, 163);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-23T11:11:18.000000000', 7, 26, 3, 32, 1074, 235);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-15T15:16:46.000000000', 4, 21, 1, 27, 1098, 199);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-26T20:28:32.000000000', 4, 13, 1, 30, 995, 219);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-09T16:42:49.000000000', 3, 28, 2, 26, 1019, 84);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-31T07:04:26.000000000', 6, 17, 1, 37, 1039, 200);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-09T10:03:55.000000000', 5, 23, 3, 41, 1109, 17);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-09T06:49:11.000000000', 8, 30, 2, 42, 976, 79);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-29T12:40:33.000000000', 3, 27, 5, 28, 904, 105);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-07T22:44:29.000000000', 4, 34, 2, 42, 938, 222);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-28T16:37:31.000000000', 2, 26, 1, 34, 1080, 165);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-20T06:58:24.000000000', 3, 15, 1, 32, 966, 57);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-27T15:46:46.000000000', 7, 20, 1, 38, 942, 143);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-11T09:12:20.000000000', 9, 35, 5, 43, 956, 97);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-05T05:20:35.000000000', 8, 32, 5, 35, 985, 206);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-04T04:25:59.000000000', 4, 16, 3, 41, 1142, 37);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-09T19:43:54.000000000', 8, 17, 3, 33, 911, 1);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-21T18:56:12.000000000', 2, 15, 3, 40, 985, 4);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-28T03:47:03.000000000', 8, 28, 2, 35, 950, 72);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-14T06:36:41.000000000', 5, 28, 4, 28, 1112, 148);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-15T00:25:17.000000000', 9, 17, 3, 22, 1179, 180);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-20T05:47:28.000000000', 1, 29, 1, 33, 1033, 102);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-31T20:14:50.000000000', 2, 23, 4, 28, 957, 101);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-02T15:42:15.000000000', 4, 19, 1, 28, 1190, 164);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-26T00:15:07.000000000', 5, 28, 5, 38, 1196, 81);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-12T22:49:49.000000000', 2, 31, 4, 36, 1001, 5);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-06T13:15:14.000000000', 9, 37, 5, 26, 1126, 249);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-09T16:31:57.000000000', 3, 15, 2, 30, 953, 129);
